Team name,Scoredhome,Conc.,Total,Scored,Conc.,Total,Scored,Conc.,Total,GP
Aldershot Town,1.33,1.62,2.95,,1.35,1.75,3.10,,1.34,1.68,3.02,41
Altrincham,1.55,1.30,2.85,,1.43,2.24,3.67,,1.49,1.78,3.27,41
Barnet,1.70,1.40,3.10,,1.86,1.71,3.57,,1.78,1.56,3.34,41
Boreham Wood,1.00,0.85,1.85,,1.33,0.81,2.14,,1.17,0.83,2.00,41
Bromley,1.52,1.05,2.57,,1.40,1.40,2.80,,1.46,1.22,2.68,41
Chesterfield,1.80,1.20,3.00,,1.52,1.10,2.62,,1.66,1.15,2.80,41
Dagenham & R.,1.57,1.57,3.14,,1.20,1.70,2.90,,1.39,1.63,3.02,41
Dorking,1.67,1.86,3.52,,1.20,2.35,3.55,,1.44,2.10,3.54,41
Eastleigh,1.40,0.70,2.10,,0.95,1.48,2.43,,1.17,1.10,2.27,41
Gateshead FC,1.50,1.30,2.80,,1.26,1.53,2.79,,1.38,1.41,2.79,39
Halifax Town,1.40,1.05,2.45,,0.60,1.25,1.85,,1.00,1.15,2.15,40
Maidenhead Utd,1.19,1.05,2.24,,0.95,1.67,2.62,,1.07,1.36,2.43,42
Maidstone Utd,1.05,1.86,2.90,,1.00,2.52,3.52,,1.02,2.19,3.21,42
Notts County,2.38,0.52,2.90,,2.67,1.19,3.86,,2.52,0.86,3.38,42
Oldham,1.65,1.45,3.10,,1.00,1.62,2.62,,1.32,1.54,2.85,41
Scunthorpe,1.52,1.81,3.33,,0.67,1.90,2.57,,1.10,1.86,2.95,42
Solihull Moors,1.62,1.14,2.76,,1.30,1.75,3.05,,1.46,1.44,2.90,41
Southend Utd,1.33,0.86,2.19,,1.05,1.10,2.15,,1.20,0.98,2.17,41
Torquay Utd,1.52,1.81,3.33,,0.80,1.55,2.35,,1.17,1.68,2.85,41
Wealdstone,1.50,1.45,2.95,,1.00,1.76,2.76,,1.24,1.61,2.85,41
Woking,1.75,1.05,2.80,,1.52,1.00,2.52,,1.63,1.02,2.66,41
Wrexham,3.25,0.80,4.05,,1.95,1.10,3.05,,2.59,0.95,3.54,41
Yeovil Town,0.86,1.00,1.86,,0.75,1.45,2.20,,0.80,1.22,2.02,41
York City,1.19,1.29,2.48,,1.19,1.29,2.48,,1.19,1.29,2.48,42
