Team name,Scoredhome,Conc.,Total,Scored,Conc.,Total,Scored,Conc.,Total,GP
AFC Wimbledon,1.10,1.05,2.15,,1.00,1.29,2.29,,1.05,1.17,2.22,41
Barrow,1.25,0.85,2.10,,0.85,1.50,2.35,,1.05,1.18,2.23,40
Bradford,1.35,0.95,2.30,,1.11,0.79,1.89,,1.23,0.87,2.10,39
Carlisle Utd,1.50,0.80,2.30,,1.50,1.05,2.55,,1.50,0.93,2.43,40
Colchester Utd,0.85,1.00,1.85,,0.90,1.35,2.25,,0.88,1.18,2.05,40
Crawley Town,1.45,1.45,2.90,,0.70,1.75,2.45,,1.08,1.60,2.68,40
Crewe Alexandra,1.25,1.15,2.40,,0.74,1.26,2.00,,1.00,1.21,2.21,39
Doncaster,1.20,1.25,2.45,,0.80,1.50,2.30,,1.00,1.38,2.38,40
Gillingham,0.85,0.85,1.70,,0.55,1.25,1.80,,0.70,1.05,1.75,40
Grimsby,1.00,1.26,2.26,,1.15,1.30,2.45,,1.08,1.28,2.36,39
Harrogate,1.25,1.45,2.70,,1.05,1.47,2.53,,1.15,1.46,2.62,39
Hartlepool,1.15,1.60,2.75,,1.20,1.85,3.05,,1.18,1.73,2.90,40
Leyton Orient,1.40,0.40,1.80,,1.26,0.89,2.16,,1.33,0.64,1.97,39
Mansfield,1.74,1.37,3.11,,1.50,1.10,2.60,,1.62,1.23,2.85,39
Newport,1.05,1.21,2.26,,1.05,1.00,2.05,,1.05,1.10,2.15,39
Northampton,1.25,0.80,2.05,,1.40,1.05,2.45,,1.33,0.93,2.25,40
Rochdale,1.15,1.60,2.75,,0.75,1.45,2.20,,0.95,1.53,2.48,40
Salford City,1.30,1.05,2.35,,1.75,1.25,3.00,,1.53,1.15,2.68,40
Stevenage,1.75,0.75,2.50,,0.95,1.11,2.05,,1.36,0.92,2.28,39
Stockport,1.30,0.75,2.05,,1.35,0.90,2.25,,1.33,0.83,2.15,40
Sutton Utd,1.20,0.80,2.00,,0.85,1.30,2.15,,1.03,1.05,2.08,40
Swindon Town,1.47,1.16,2.63,,1.20,1.35,2.55,,1.33,1.26,2.59,39
Tranmere,1.20,0.95,2.15,,0.70,1.15,1.85,,0.95,1.05,2.00,40
Walsall,1.20,0.75,1.95,,0.90,1.25,2.15,,1.05,1.00,2.05,40
