Team name,Scoredhome,Conc.,Total,Scored,Conc.,Total,Scored,Conc.,Total,GP
1860 Munchen,1.84,1.11,2.95,,1.33,1.61,2.94,,1.59,1.35,2.95,37
Bayreuth,1.22,1.89,3.11,,0.78,2.39,3.17,,1.00,2.14,3.14,36
Dortmund B,1.11,1.11,2.22,,1.39,1.50,2.89,,1.25,1.31,2.56,36
Dynamo Dresden,2.00,1.17,3.17,,1.44,1.00,2.44,,1.72,1.08,2.81,36
Elversberg,2.56,1.06,3.61,,1.72,1.06,2.78,,2.14,1.06,3.19,36
Erzgebirge Aue,1.39,1.39,2.78,,1.17,1.72,2.89,,1.28,1.56,2.83,36
FC Ingolstadt,1.17,1.44,2.61,,1.61,1.56,3.17,,1.39,1.50,2.89,36
Freiburg B,1.67,0.72,2.39,,1.11,1.11,2.22,,1.39,0.92,2.31,36
Hallescher,1.61,1.39,3.00,,1.00,1.89,2.89,,1.31,1.64,2.94,36
Mannheim,1.89,1.11,3.00,,1.37,2.32,3.68,,1.62,1.73,3.35,37
Meppen,1.33,1.72,3.06,,0.83,1.72,2.56,,1.08,1.72,2.81,36
MSV Duisburg,1.44,1.44,2.89,,1.39,1.50,2.89,,1.42,1.47,2.89,36
Oldenburg,1.28,2.00,3.28,,0.94,1.33,2.28,,1.11,1.67,2.78,36
Osnabruck,2.00,1.17,3.17,,1.67,1.50,3.17,,1.83,1.33,3.17,36
RW Essen,1.11,1.33,2.44,,1.12,1.65,2.76,,1.11,1.49,2.60,35
Saarbrücken,1.89,1.17,3.06,,1.44,0.83,2.28,,1.67,1.00,2.67,36
Verl,1.78,1.28,3.06,,1.39,1.72,3.11,,1.58,1.50,3.08,36
Viktoria Koln,1.44,1.39,2.83,,1.72,1.33,3.06,,1.58,1.36,2.94,36
Wehen Wiesbaden,2.00,1.17,3.17,,1.83,1.61,3.44,,1.92,1.39,3.31,36
Zwickau,1.18,1.24,2.41,,1.00,2.56,3.56,,1.09,1.91,3.00,35
