Team name,Scoredhome,Conc.,Total,Scored,Conc.,Total,Scored,Conc.,Total,GP
Avranches,1.56,1.31,2.88,,0.88,1.50,2.38,,1.22,1.41,2.63,32
Bastia-Borgo,1.13,1.94,3.06,,0.56,1.75,2.31,,0.84,1.84,2.69,32
Bourg-en-Bresse,1.31,1.44,2.75,,1.00,1.06,2.06,,1.16,1.25,2.41,32
Chateauroux,1.44,1.50,2.94,,0.94,1.19,2.13,,1.19,1.34,2.53,32
Cholet,1.25,0.94,2.19,,1.00,1.50,2.50,,1.13,1.22,2.34,32
Concarneau,1.50,0.75,2.25,,1.94,1.38,3.31,,1.72,1.06,2.78,32
Le Mans,2.00,0.75,2.75,,1.00,1.63,2.63,,1.50,1.19,2.69,32
Le Puy,1.06,1.38,2.44,,0.81,1.56,2.38,,0.94,1.47,2.41,32
Martigues,1.69,0.94,2.63,,1.44,1.19,2.63,,1.56,1.06,2.63,32
Nancy,1.19,1.25,2.44,,0.88,1.06,1.94,,1.03,1.16,2.19,32
Orleans,0.94,0.94,1.88,,1.31,1.06,2.38,,1.13,1.00,2.13,32
Paris 13 A.,1.00,1.00,2.00,,0.63,1.38,2.00,,0.81,1.19,2.00,32
Red Star,1.31,1.25,2.56,,1.69,0.63,2.31,,1.50,0.94,2.44,32
Sedan,1.13,1.19,2.31,,1.38,1.44,2.81,,1.25,1.31,2.56,32
Stade Briochin,0.88,1.13,2.00,,1.25,1.56,2.81,,1.06,1.34,2.41,32
USL Dunkerque,1.38,0.81,2.19,,1.38,1.00,2.38,,1.38,0.91,2.28,32
Versailles,1.31,0.94,2.25,,1.06,1.19,2.25,,1.19,1.06,2.25,32
Villefranche,1.50,1.00,2.50,,1.31,1.50,2.81,,1.41,1.25,2.66,32
